url,ad_id,title,price,location,breed,sex,age_detail,ready_to_leave,microchipped,vaccinated,kc_registered,health_checked,neutered,deflead,seller_name,posted,description
https://www.gumtree.com/p/dogs/goldendoodle-puppies/1507938627,1507938627,Goldendoodle Puppies,£900,"Bodmin, Cornwall",Goldendoodle,Mixed Litter,4 weeks,in 4 weeks,Yes,Yes,No,Yes,No,No,Peta,24 days ago,Available to collect Feb 17th. You're welcome to come and meet the puppies in their family home where they're well socialised with children and animals. All will be microchipped and vet checked. 2 black boys still available Mum and dad pictured. Dad is KC registered from champion working bloodline. Mum is lab/poodle mix. Both great temperaments.
https://www.gumtree.com/p/dogs/great-dane-pups/1508249244,1508249244,Great dane pups,"£1,600","Seacroft, West Yorkshire",Great Dane,Mixed Litter,3 weeks,in 5 weeks,Yes,No,No,Yes,No,Yes,Jane,15 hours ago,I have a lovely litter off 10 great dane pups. Pups was born on Christmas day. 7 boys and 3 girls left for my litter off 13 3 black females 5 merl males 1 blu male 1 black male
https://www.gumtree.com/p/dogs/6-month-old-female-great-dane-/1507974608,1507974608,6 month old female Great Dane,£500,"Malvern, Worcestershire",Great Dane,Female,7 months,Now,Yes,Yes,No,Yes,No,Yes,Sasha,1 week ago,7 month old Great Dane for sale Beautiful girl who is amazing with kids and dogs Toilet trained Knows some commands
https://www.gumtree.com/p/dogs/3-boysleft-blue-red-jackrussle-puppies-/1507248268,1507248268,3 boysleft!!! Blue/red jackrussle puppies,£800,"Holbeck, West Yorkshire",Jack Russell,Mixed Litter,8 weeks,Now,Yes,Yes,No,Yes,No,Yes,Kyle,13 days ago,"4 left ready to go!!! out of 6 beautiful jack Russell puppies with amazing rare colours!! with red/blue tris. this is my second successful litter with my gorgeous lady the mother an teddy the father part of jack pack litters! Both parents are in the photos, morre photos of the pups will be added as they grow. Brought up in a lovely loving family home with other animals around. 3 boys £800boys!!!! All ready to leave around 10-20th January with go home packages including various items for your chosen pup!!"
https://www.gumtree.com/p/dogs/jack-russell-terrier-puppies/1508474046,1508474046,Jack Russell Terrier Puppies,£600,"Edmonton, London",Jack Russell,Mixed Litter,7 weeks,in 1 week,No,No,No,No,No,No,Murat,8 days ago,"Beautiful Jack Russell Terrier Puppies Ready To Leave Soon We have a lovely litter of Jack Russell Terrier puppies available for loving homes. • 3 boys (£600 each) and 2 girls (£700) • Born on 26th November. 2025 • Raised in a family environment • Playful, alert, and full of character • Typical Jack Russell traits: intelligent, energetic, and loyal The puppies are being well cared for and socialised from an early age. They will be suitable for active families or individuals who can give them plenty of attention, exercise, and love. For ease of sale, I do ask for a £100 deposit fee. Viewings welcome and parents can be seen if requested. Please message for prices, photos, or further details. Only serious, responsible buyers please."
https://www.gumtree.com/p/dogs/superb-kc-reg-d-jack-russell-terrier-pups-dna-tested-hereditary-clear/1508517037,1508517037,Superb KC Reg’d Jack Russell Terrier Pups DNA tested Hereditary CLEAR,"£1,600","Templecombe, Somerset",Jack Russell,Mixed Litter,9 weeks,Now,Yes,Yes,Yes,Yes,No,No,Lucy,7 days ago,"Incredibly well bred Royal Kennel Club Registered, Smooth Coat, Tri-Coloured Jack Russell Terrier Pups. DNA tested Hereditary CLEAR for all breed Specific Health problems (PLL, LOA, SCA). These pups have an awesome bloodline (mainly Italian & Russian Champs) and would suit family, show working due to their smart, bold characters and markings. Their intelligence & ability to learn is unbeatable! Both parents will be me with litter; family raised & used to all the usual hustle & bustle of crazy family life! Very well socialised with both humans & animals of all shapes & sizes. Been well exposed to children (young & old), vehicle journeys; crates/stair gates; kitchen/household/road noise; even fireworks! All pups will leave when new owner is ready following final full Vet check, with first Vaccination & Micro-chip done. Also, Full & concise puppy pack including Diet Sheet; Royal Kennel Club paperwork (not endorsed); copy of 5 Generation Cert; 5 Weeks Complementary Insurance if wanted for peace of mind; Scent Blanket + natural teething treats. We are here with support & advice should it be required, for lifetime of our babies. On 18th Jan & onwards is when we are expecting pups to leave for new homes; only JRT loving, knowledgable new owners need apply! We will ask questions as our main objective is to find forever, amazing homes. In return we will always endeavour to answer all questions you should have for us. Thank you for reading, please feel free to call for a chat initially anytime"
https://www.gumtree.com/p/dogs/jack-russell-/1508313544,1508313544,Jack russell,£600,"North West London, London",Jack Russell,Mixed Litter,9 weeks,Now,Yes,No,No,Yes,No,Yes,Sam,12 days ago,"Adorable Jack russell puppies 3 boys 3 girls. Smooth coat. short bow leg, original Jack Russell very playful and happy puppies, perfect in every way. Been raised in a family home. With 4 kids and other pets vetcheck microchipped warmed and fleed mum and dad are very loved family pets potty trained if you are looking for the perfect jack rossel, you found it. Ready to leave now Please only forever loving homes. For more pictures and videos get in touch. Thank you, Sam."
https://www.gumtree.com/p/dogs/jack-russell-boys-/1508514385,1508514385,Jack Russell boys,£550,"Hull, East Yorkshire",Jack Russell,Male,6 weeks,in 2 weeks,Yes,No,No,No,No,No,Lauren,7 days ago,"3 Jack Russell boys available. Will be wormed and microchipped. I have mum and dad, both small Jacks. Small tan and white pup not available."
https://www.gumtree.com/p/dogs/jack-russell-pups-x-3-boys-1-girl/1508505253,1508505253,jack russell pups x 3 boys 1 girl,£560,"Barking, London",Jack Russell,Mixed Litter,5 weeks,in 3 weeks,Yes,No,No,Yes,No,No,danny,7 days ago,"4 jack russel pups left, 3 black and white boys £500 on collection plus £60 for chipping and inoculation. 1 Black girl £700 plus £60 for chipping and inoculation (you can come with me to PDSA Romford to register them or just to confirm the chip & inoc. all are starting to get their teeth and trying to run, they like to play and nibble toes, they are also just starting ti nibble wet puppy foods as well as mums milk but should be fully transitioned by February. You can either pay the £60 in advance to reserve one as the buyer of the brown one has or small deposit and final amount when coming to collect at PDSA on the inoculation date. if you want to see videos you can email or text me your email and i can send some play videos. They are just starting to develope personalitys now, so you are more than welcome to come see them here to make your choice. I am not asking silly money - only sufficient to cover my expence for the 8 weeks preganancy and 8 weeks growing."
https://www.gumtree.com/p/dogs/boy-and-girl/1508480566,1508480566,Boy and girl,£350,"Rumney, Cardiff",Jack Russell,Mixed Litter,9 weeks,in 4 weeks,Yes,No,No,Yes,No,Yes,No,8 days ago,"2 stunning Jack Russell puppies available. 8 weeks old and ready to meet there new loving owners now! Both up to date with worming and flea treatments and microchipped. Lovely temperaments and full of character! Puppies will come with starter food, blanket (with scent of mum), toy and puppy training pads. They are ready to go now! Boy £350 Girl £400 mother can be seen with puppies when viewing. For further information or to arrange viewing please call or text."
https://www.gumtree.com/p/dogs/jack-rusel-/1508451606,1508451606,Jack Rusel,£350,"Bromsgrove, Worcestershire",Jack Russell,Mixed Litter,4 weeks,in 4 weeks,Yes,No,No,Yes,No,Yes,Megan,4 days ago,Here we have two beautiful boys and two girls both great with kids and other pets mom can be seen and mom is my family pet I’ve had her since a baby she is good around families to I loves Jack my self they r little cuties
https://www.gumtree.com/p/dogs/be-prepared-to-lose-your-/1508450848,1508450848,Lovely jack russel pups,£650,"Cramlington, Northumberland",Jack Russell,Male,5 weeks,in 3 weeks,Yes,No,No,Yes,No,Yes,Elsie,9 days ago,"Hi I have 3 superb babies awaiting to find their own humans These. little boys are so full of self importance bliss 2 liver /white and blk/white very strongly marked face and body Both parents under 10 in so will be small chunky ,in statue very sturdy with short little legs and a good head Really lovely little ones eating and use puppy pads extremely confident full of themselves fiesty loving and adoringly lovable mamma has a gentle sweet calm nature she is red/white and is a much loved family pet please feel free to ask for more photos if you'd like These babies deserve 5* forever home with love in abundance treats good care Could that be you These babies are much loved and need a person who doesn't mind being nibbled and dribbled on Thank you for looking I DO HAVE A VIDIO BUT CANT DOWNLOAD IT SO IF YOU PREFER TO SEE THEM ON THE MOVE GET IN TOUCH"
https://www.gumtree.com/p/dogs/jack-russell-mini-pups/1508353849,1508353849,Jack Russell Mini Pups ALL SOLD,£400,"Newcastle, County Down",Jack Russell,Male,7 weeks,in 1 week,Yes,No,No,No,No,No,Jack,3 days ago,Jack Russel Miniature Pups SOLD ALL PUPS NOW SOLD !!!! Mum and Dad can be seen on request Deposit to secure your pup coloured collar system Yellow White Green Good with children More photos of pups on request Newcastle Co Down Northern Ireland
https://www.gumtree.com/p/dogs/jack-russell-puppies/1508337438,1508337438,Jack Russell Puppies,£800,"Kinross, Perth and Kinross",Jack Russell,Mixed Litter,4 weeks,in 4 weeks,Yes,Yes,No,Yes,No,Yes,Gemma,12 days ago,"1 boy 2 girls Boys £800, Girls £1000 Best homes only, ready to leave 13/02/26 contact for more information/photos/video/or to arrange a visit"
https://www.gumtree.com/p/dogs/jack-russell-puppies-/1508220224,1508220224,Jack russell puppies,"£1,300","Stockport, Manchester",Jack Russell,Mixed Litter,4 weeks,in 4 weeks,Yes,No,No,Yes,No,Yes,Rachel,15 days ago,Full Jack Russell puppies ownly 3 puppies available!! My beautiful bella has given birth to 6 amazing puppies 5 girls 1 boy Looking for their forever homes ready to leave 13th February 5* homes ownly Deposit required £200 Payment plans available Merl colours 😍 Short legged 3 merl girl reserved 1 Black and white girl available 1 white black tam girl available 1 Chocolate merl boy available
https://www.gumtree.com/p/dogs/jack-russell-shitzui-puppies-£750/1508197819,1508197819,Jack Russell / shitzui puppies £750,£750,"Elderslie, Renfrewshire",Jack Russell,Male,9 weeks,Now,Yes,No,No,No,No,Yes,bill,4 days ago,Here I have one little boy looking for his forever home age 9 weeks xx
https://www.gumtree.com/p/dogs/jack-russle-puppies-/1508155208,1508155208,Jack russle puppies,£800,"Wolverhampton, West Midlands",Jack Russell,Male,11 weeks,Now,Yes,Yes,No,Yes,No,Yes,Lynsey,17 days ago,We have available 1 boy jack Russell puppy they are absolutely beautiful pups mum is our family pet and dad is a family friends.pups have had there first vaccination and microchip and have been flea and wormed.the photos really don't do these boys justice.
https://www.gumtree.com/p/dogs/jack-russel-puppies-reserved-/1508147851,1508147851,Jack russel puppies (RESERVED),£550,"Seaham, County Durham",Jack Russell,Mixed Litter,6 weeks,in 2 weeks,Yes,No,No,No,No,Yes,Yvette,17 days ago,"I have 5 pure bread short legged jack russel puppies to home, mam & dad are our family pets & are here to meet, they both have a lovely temperament & are very loving, puppies are doing amazing, all chunky & starting to wean, they will be flead, wormed & microchipped before they go to their new homes, will come with a bag with food, treats, toys & a blanket with mams scent to help them settle in, please contact me if you need anymore information 😊 Girl pink collar (reserved) Boy blue collar (reserved) Boy grey collar (reserved) Boy green collar (reserved) Boy red collar (reserved)"
https://www.gumtree.com/p/dogs/jackapoo/1508454165,1508454165,Jackapoo,£600,"Woking, Surrey",Jackapoo,Mixed Litter,9 weeks,Now,No,No,No,No,No,Yes,Caroline,9 days ago,Lovely jackapooshuz’s puppys 8 weeks old today 10/01/26 ready for there forever homes mother & father can be seen with puppy’s they are all weaned wormed & flead a very rare bread beautiful temperaments they all use news paper & puppy training pads very loving & playful please call for more info & viewing
https://www.gumtree.com/p/dogs/beautiful-jackapoo-puppy-1-girl-left/1488882472,1488882472,Beautiful Jackapoo puppy 1 GIRL LEFT sold,£700,"Airdrie, North Lanarkshire",Jackapoo,Female,7 weeks,in 1 week,Yes,Yes,No,Yes,No,No,Victoria,17 days ago,"Adorable Jackapoo puppies We have 1 girl left She is mostly black and white Mum and dad are family pets and both can be seen We are looking for a forever home for these beautiful dogs Mum is a jack russel & Dad is a Toy Poodle There pups have been brought up in a family home with kids so plenty of love given These puppies will only go to the best homes, Puppies will come with 1st Injection and health checks £100 non refundable deposit will secure your baby, If you have questions please get in touch Puppies ready to go 27/01"
